city_name,city_code
Праду,PDF
Президенти-Дутра,PDR
Президенти-Пруденти,PPB
Претория-Прай,PRY
Прогрессо,PGG
Савути,SVT
Селеби-Фикве,PKW
Суапан,SXN
Сан-Борха,SRJ
Сан-Игнасио,SNG
Сан-Матиас,MQK
Сан-Рамон,SRD
Санта-Ана,SBL
Санта-Крус,SRZ
Санта-Роса,SRB
Сан-Хавьер,SJV
Сан-Хоакин,SJB
Сан-Хосе,SJS
Сукре,SRE
Хасково,HKV
Сараево,SJJ
Тули-Блок,TLD
Реденкао,RDC
Ресенде,REZ
Ресифи,REC
Рибейран-Прету,RAO
Риверцесс,RVC
Рио-Гранди,RIG
Рио-де-Жанейро,RIO
Риу-Бранку,RBR
Риу-Верди,RVD
Рондонополис,ROO
Тариха,TJA
Тринидад,TDD
Тузла,TZL
Сальвадор,SSA
Сан-Габриел,SJL
Сан-Жосе-ду-Риу-Прету,SJP
Сан-Жосе-дус-Кампус,SJK
Сан-Лоренсу,SSO
Сан-Лоренсу-ду-Сул,SQY
Сан-Луис,SLZ
Сан-Матеус,SBJ
Сан-Мигел-ду-Арагуая,SQM
Сан-Паулу,SAO
Санта-Витория,CTQ
Санта-Изабел-ду-Морру,IDO
Санта-Круз-Рио-Пардо,QNR
Санта-Крус,SNZ
Санта-Крус-ду-Сул,CSU
Санта-Мария,RIA
Сантана-ду-Арагуая,CMP
Сантарен,STM
Санта-Роса,SRA
Санта-Терезинья,STZ
Санта-Фе-ду-Сул,SFV
Санту-Анжелу,GEL
Сантус,SSZ
Сан-Фелис-ду-Арагуая,SXO
Сан-Фелис-ду-Шингу,SXX
Сапезал,AZL
Сена-Мадурейра,ZMD
Сеньор-ду-Бонфим,SEI
Серра-Норте,RRN
Серра-Пелада,RSG
Синоп,OPS
Сорокаба,SOD
Соуре,SFK
Суиа-Миссу,SWM
Сумаре,RWS
Франсистаун,FRW
Уакарахе,BVK
Табатинга,TBT
Тангара-да-Серра,TGQ
Тарауака,TRQ
Тейшейра-Фрейтас,TXF
Телемако-Борба,TEC
Теофило-Отони,TFL
Терезина,THE
Тефе,TFF
Толедо,TOW
Торрес,TSQ
Тромбетас,TMT
Тукума,TUZ
Тукуруи,TUR
Хвай-Ривер-Лодж,KHW
Хукунци,HUK
Убатуба,UBT
Убераба,UBA
Уберландиа,UDI
Умуарама,UMU
Уна,UNA
Урубупунга,URB
Уругуайана,URG
Цабонг,TBY
Фейра-ди-Сантана,FEC
Фейхо,FEJ
Фернандо-ди-Норон,FEN
Флорианополис,FLN
Флориану,FLB
Форталеза,FOR
Франка,FRC
Франсиско-Белтрау,FBE
Хоризонтина,HRZ
Шакаве,SWX
Анегада,NGD
Биф-Айленд,EIS
Шаншере,AXE
Шапеко,XAP
Шингуэра,XIG
Бандар-Сери-Бегаван,BWN
Вирджин-Горда,VIJ
Ямбол,JAM
Арибинда,XAR
Арли,ARL
Банфора,BNR
Бобо-Дюлассо,BOY
Боганде,XBG
Булса,XBO
Гауа,XGA
Гором-Гором,XGG
Якуйба,BYC
Эйрунепе,ERN
Эрешим,ERM
Эспиноса,ESI
Бужумбура,BJM
Дедугу,DGU
Джибо,XDJ
Диапага,DIP
Диебугу,XDE
Дори,DOR
Анейтьюм,AUY
Анива,AWD
Абердин,ABZ
Абиндон,ABB
Айсл-оф-Шилли,ISC
Алконбери,AYH
Анст-Шетланд-Айленд,UNT
Апавон,UPV
Аппер-Хейфорд,UHF
Аутер-Скеррис,OUK
Биг-Бей,GBA
Акарикуа,AGV
Анако,AAO
Барра,BRR
Барроу-Ин-Фернесс,BWF
Белли-Келли,BOL
Белфаст,BFS
Бембридж,BBP
Бенбекьюла,BEB
Бенсон,BEX
Бертонвуд,BUT
Бирмингем,BHX
"Блейрсвилль, шт. Пенсильвания",BSI
Блэкбуш,BBS
Блэкпул,BLK
Борнмут,BOH
Брадфорд,BRF
Брайз-Нортон,BZZ
Брайнтри,WXF
Брайтон,BSH
Бристоль,BRS
Брэндон,LKZ
Бури-Сент-Эдмондс,BEQ
Валаха,WLH
Вейлсдир,VLS
Балатон,SOB
Будапешт,BUD
Куала-Белайт,KUB
Забре,XZA
Гауа,ZGU
Баринас,BNS
Баркисимето,BRM
Барселона,BLA
Ваддингтон,WTN
Вест-Маллинг,WEM
Вестрей,WRY
Вик,WIC
Волсей,WHS
Вудбридж,BWY
Вудфорд,WFD
Диллонс-Бей,DLY
Валенсия,VLN
Валера,VLV
Валле-де-Паскуа,VDP
Вонкен,WOK
Гернси,GCI
Глазго,GLA
Глучестер,GLO
Гримсби,GSY
Дебрецен,DEB
Кайя,XKY
Канчари,XKA
Лео,XLU
Гуанаре,GUQ
Гуйриа,GUI
Данди,DND
Дерхем,MME
Джерси,JER
Донкастер,DSA
Дорноч,DOC
Ипота,IPA
Нуна,XNU
Пама,XPA
Кин-Хилл,UIQ
Крейг-Кав,CCV
Инвернесс,INV
Ипсвич,IPW
Ислей,ILY
Икабару,ICA
Себба,XSE
Тортола,TOV
Ламап,LPM
Ламен-Бей,LNB
Лонгана,LOD
Лонороре,LNE
Йовилтон,YEO
Тамбао,TMQ
Тенкодого,TEG
Туган,TUQ
Мево,MWF
Уагадугу,OUA
Уахигоуя,OUG
Кабимас,CBS
Каванаен,KAV
Кайкара-де-Оро,CXA
Калабосо,CLZ
Камарата,KTV
Канайма,CAJ
Каракас,CCS
Карупано,CUP
Касикуа,CUV
Коро,CZE
Кумана,CUM
Кардифф,CWL
Карлайл,CAX
Кембридж,CBG
Кемпбелтаун,CAL
Кингс-Линн,KNF
Киркволл,KOI
Ковентри,CVT
Колл-Айленд,COL
Колонсей-Айленд,CSA
Кромарти,CRN
Норсуп,NUS
Мишкольц,MCQ
Фада-Нгурма,FNG
Ла-Гуайра,LAG
Лагуниллас,LGY
Лас-Пьедрас,LSP
Ла-Фриа,LFR
Лос-Рокес,LRV
Лайнхем,LYE
Лендс-Энд,LEQ
Ливерпуль,LPL
Лидд,LYX
Лидс,LBA
Лондон,LON
Лондондерри,LDY
Паро,PBH
Олпой,OLJ
Манчестер,MAN
Мачриханиш,GQJ
Менстон,MSE
Милденхолл,MHZ
Милтон-Кейнес,KYN
Мулл,ULL
Паама,PBJ
Порт-Вила,VLI
Маракай,MYC
Маракайбо,MAR
Матурин,MUN
Мерида,MRD
Норвич,NWI
Норс-Роналдсей,NRL
Нортхолт,NHT
Ноттингем,NQT
Ньюбери,EWY
Ньюкасл,NCL
Ньюкасл-Андер-Лайм,VLF
Ньюки,NQY
Редклифф,RCL
Печ,PEV
Обан,OBN
Одихем,ODH
Оксфорд,OXF
Олдерни,ACI
Остров Мэн,IOM
Остров Скай,SKL
Оукхем,OKH
Сара,SSR
Сауз-Вест-Бей,SWJ
Сола,SLH
Папа-Вестрей,PPW
Папа-Стаур,PSV
Пензанс,PZE
Перт,PSL
Плимут,PLH
Портсмут,PME
Танна,TAH
Тонгоа,TGH
Торрес,TOH
Палмарито,PTM
Педерналес,PDZ
Пераитепуй,PPH
Пихигуаос,LPJ
Порламар,PMV
Пуэрто-Аякучо,PYH
Пуэрто-Кабельо,PBL
Пуэрто-Ордас,PZO
Пуэрто-Паэс,PPZ
Рочестер,RCS
Улей,ULB
Сандей остров,NDY
Саттонхет,WOB
Саутгемптон,SOU
Свиндон,SWI
Сент-Эндрюс,ADX
Скемптон,SQZ
Соутэнд,SEN
Сторновей,SYY
Стронсей,SOY
Суонси,SWS
Футуна-Айленд,FTA
Сан-Антонио,SVZ
Сан-Кристобаль,SCI
Сан-Сальвадор,SVV
Санта-Барбара-де-Бариньяс,SBB
Санта-Барбара-Эд,STB
Санта-Элена,SNV
Санто-Доминго,STD
Сан-Томе,SOM
Сан-Феликс,SFX
Сан-Фелипе,SNF
Сан-Фернандо-де-Апуре,SFD
Сьюдад-Боливар,CBL
Сьюдад-Гуаяна,CGU
Тайри,TRE
Тоттенгем-Хейл,TTK
Тукупита,TUV
Тумеремо,TMO
Уриман,URM
Фарнборо,FAB
Фейр-Айсл,FIE
Фейрфорд,FFD
Фетлар,FEA
Филтон,FZO
Флотта,FLH
Форрес,FSS
Фула,FOA
Хаверфордуэст,HAW
Хай-Вайкомб,HYC
Хамберсайд,HUY
Хатфилд,HTF
Хендон,HEN
Херрогейт,HRT
Хой-Айленд,HOY
Холихед,HLY
Честер,CEG
Акиени,AKE
Алове,AWE
Шетленд-Айлендс,SDZ
Шеффилд,SZD
Шохем-Бай-Си,ESH
Биавонке,BAW
Битам,BMM
Бонго,BGP
Буу,BGB
Банметхуот,BMV
Вагни,WGY
Вора-На-Йе,WNE
Винь-Лонь,XVL
Винь-Сити,VII
Вунгтау,VTG
Аисхалтон,AHL
Аннаи,NAI
Гамба,GAX
Эмей,EAE
Эпи,EPI
Эспириту-Санто,SON
Далат,DLI
Дананг,DAD
Дьенбьенфу,DIN
Барамита,BMJ
Бартика,GFO
Бемичи,BCG
Аккра,ACC
Элорса,EOZ
Эль-Дорадо,EOR
Эль-Тигре,ELX
Банжул,BJL
Эдей,EOI
Эдинбург,EDI
Эксетер,EXT
Энглси,VLY
Эндовер,ADV
Эннискиллен,ENK
Джорджтаун,GEO
Жакмель,JAK
Жереми,JEE
Бассе-Терре,BBR
Игуэла,IGE
Ка-Мау,CAH
Кантхо,VCA
Кванг-Нгаи,XNG
Кваньдук,HOO
Кви-Ньок,UIH
Кейп-Сент-Жак,CSJ
Кондао,VCS
Контум,KON
Имбаимадай,IMB
Боке,BKJ
Лонгсюен,XLO
Кап-Аитьен,CAP
Гватемала-Сити,GUA
Конгобумба,GKO
Куламуту,KOU
Лес-Кейес,CYA
Каетер,KAI
Камаранг,KAR
Каранамбо,KRM
Карасабаи,KRG
Като,KTO
Конаварук,KKG
Курупунг,KPG
Ламбарене,LBQ
Ластурвилль,LTL
Лекони,LEO
Либревиль,LBV
Летем,LTM
Лумид-Пау,LUB
Нха-Транг,NHA
Макоку,MKU
Манджи,KMD
Манега,MGO
Маюмба,MYB
Мбигу,MBC
Меван,MVG
Медунеу,MDV
Мекамбо,MKB
Миеле-Мимбале,GIM
Минвул,MVX
Мицик,MZC
Моанда,MFF
Муила,MJL
Мадиа,MHA
Маиквак,VEG
Манки-Маунтин,MYM
Маттьюс-Ридж,MWJ
Кумаси,KMS
Нденде,KDN
Н-Джоле,KDJ
Нкан,NKA
Плейку,PXU
Пху-Бон,HBN
Огле,OGL
Ориндук,ORJ
Рач-Дже,VKG
Овендо,OWE
Оконджа,OKN
Омбуэ,OMB
Омск,OMS
Порт-де-Па,PAX
Порт-о-Пренс,PAP
Парамакотои,PMT
Парума,PRR
Пипиллипаи,PIQ
Порт-Каитума,PKM
Сок-Транг,SOA
Сон-Ла,SQH
Сент-Джон-Айленд,SJF
Сент-Томас,STT
Касос-Айленд,KSJ
Кармелита,CMM
Кесальтенанго,AAZ
Киче,AQB
Коатепек,CTF
Кобан,CBV
Порт-Жантиль,POG
Тамки,TMK
Туй-Хоа,TBB
Сендкрик,SDC
Скелдон,SKM
Ла-Дезираде,DSD
Лос-Таблонес,LOX
Канкан,KNN
Киссидугу,KSI
Конакри,CKY
Кундара,SBI
Фанранг,PHA
Фантхьет,PHH
Фувинь ,PHU
Фукуок,PQC
Фыоклонг,VSO
Мари-Галанте,GBJ
Манати,MZE
Мелкор-де-Менко,MCR
Сетте-Кама,ZKM
Лабе,LEK
Масента,MCA
Хайфон,HPH
Ханой,HAN
Хошимин,SGN
Хюэ,HUI
Нзерекоре,NZE
Суньяни,NYI
Уанга,OUU
Перама,IOA
Поинте-а-Питре,PTP
Пасо-Кабаллос,PCG
Плайа-Гранде,PKJ
Поптун,PON
Пуэрто-Барриос,PBR
Такоради,TKD
Тамале,TML
Франсевиль,MVB
Фугаму,FOU
Ретальхулеу,RER
Рио-Дульче,LCF
Рубелсанто,RUV
Сен-Бартельми,SBH
Сент-Франсуа,SFC
Спецаи-Айленд,JSS
Сигуири,GII
Терре-де-Бас,HTB
Терре-де-От,LSS
Тикал,TKM
Уахактун,UAX
Чибанга,TCH
Флорес,FRS
Фаранах,FAA
Фриа,FIG
Хухутенанго,HUG
Чикумула,CIQ
Экереку,EKE
Аахен,AAH
Айзенах ,EIB
Альтенбург,AOC
Биссау,OXB
Бубаку,BQE
Байрейт,BYU
Балтрум,BMR
Барт,BBH
Беблинген,PHM
Берлин,BER
Билефельд,BFE
Битбург,BBJ
Боркум,BMK
Брауншвайг,BWE
Бремен,BRE
Бременхавен,BRV
Брюгген,BGN
Бург-Ферштейн,URD
Вангерооге,AGE
Варрельбух,VAC
Вестерланд,GWT
Вик-ауф-Фер,OHR
Вильгельмсхавен,WVN
Вильденрат,WID
Висбаден,UWE
Ахуас,AHS
Амстердам,AMS
Гайленкирхен,GKE
Гамбург,HAM
Ганновер,HAJ
Гибельштадт,GHF
Гютерслох,GUT
Гюттин,GTI
Гибралтар,GIB
Берген-Оп-Зом,BZM
Бреда,GLZ
Брюс-Лагуна,BHG
Дортмунд,DTM
Дрезден,DRS
Дюссельдорф,DUS
Эль-Нараньо,ENJ
Виктория,VTA
"Эсперанс, Синт-Маартен",SFG
Вонсдрехт,WOE
Гаага,HAG
Гронинген,GRQ
Жианг-Мен,ZBD
Грация,GAC
Гуалако,GUO
Гуанаха,GJA
Ден-Хелдер,DHR
Зембах,SEX
Зиген,SGE
Ааппилатток,QUV
Аасиааат,JEG
Аллутсуп,QFJ
Аллутсуп-Паа,LLU
Арсук,JRK
Гонконг,HKG
Иллисхайм,ILH
Ингольштадт-Манхинг,IGS
Агринио,AGQ
Александруполис,AXD
Астипале-Айленд,JTY
Афины,ATH
Зулако,SCD
Батуми,BUS
Ириона,IRN
Карлсруэ,FKB
Кассель,KSF
Кель,ZIW
Кельн,CGN
Кетен-Де,KOQ
Киль,KEL
Китцинген,KZG
Кобленц,ZNV
Коттбус,CBU
Кохштадт,CSO
Куксхавен,FCN
Гренада,GND
Волос,VOL
Йоро,ORO
Лаарбух,LRC
Лангеоог,LGO
Лар,LHA
Лейпциг,LEJ
Лемверден,XLW
Катакамас,CAA
Койолес,CYL
Кокира,CDD
Комаягуа,XPL
Копан,RUY
Коронель-Э-Сото,ENQ
Крадок,CDO
Маннхайм,MHG
Меминген,FMM
Мюнстер,FMO
Мюнхен,MUC
Мяньян,MIG
Дундас,DUN
Драма,DRM
Нойбранденбург,FNB
Ноймюнстер,EUM
Норддайх,NOE
Норден,NOD
Нордерней,NRD
Нордольц-Спика,NDZ
Нюрнберг,NUE
Ла-Сейба,LCE
Лас-Лимас,LLH
Ла-Унион,LUI
Ла-Эсперанца,LEZ
Лимон,LMH
Лейден,LID
Лелистад,LEY
Леуварден,LWR
Маркала,MRJ
Оберпфаффенхофен,OBF
Маастрихт,MST
Квун-Тонг,KTZ
Падерборн,PAD
Пеенемюнде,PEF
Пфорцхайм,UPF
Закинтос,ZTH
Оланчито,OAN
Илиманак-Харбор,XIQ
Илулиссат,JAV
Иттоккортоормиит,OBY
Икария-Айленд,JIK
Ираклион,HER
Райза,IES
Райндален,GMY
Рамштейн-Мизенбах,RMS
Рехлин-Де,REB
Росток,RLG
Карриаку-Айленд,CRU
Палачос,PCH
Пуэрто-Лемпира,PEU
Саарбрюккен,SCN
Сент-Питер,PSH
Роатан,RTB
Роттердам,RTM
Киунга,KIU
Кутаиси,KUT
Каанаак,NAQ
Каарсут,JQA
Кангаамют,QKT
Кангерлуссуак,SFJ
Касигианнгуит,JCH
Кассимют,QJH
Кекертарсуак,JGO
Кекертарсуатсиаат,QEY
Куллиссат,QUE
Кулусук,KUS
Сан-Педро-Сула,SAP
Санта-Роза-де-Копан,SDH
Сан-Эстебан,SET
Кавала,KVA
Каламата,KLX
Карпатос,AOK
Кастелоризо,KZS
Кастория,KSO
Керкира,CFU
Кефалиния,EFL
Китира,KIT
Козани,KZI
Кос,KGS
Тегусигальпа,TGU
Тела,TEA
Токоа,TCF
Трухилло,TJI
Финкенверде,XFW
Фленсбург,FLF
Франкфурт-на-Майне,FRA
Фридрихсхафен,FDH
Фрицлар,FRZ
Фюрстенфельдбрукк,FEL
Лариса,LRA
Лемнос,LXS
Лерос,LRS
Уден,UDE
Утрехт,UTC
Утила,UII
Хайде-Бюсум,HEI
Хайдельберг,HDB
Хелголанд,HGL
Херингсдорф,HDF
Хоф,HOQ
Хузум,QHU
